infinitive,normalized_string,pos,skill,related_lexemes,skill_url_title,gender,lexeme_id,word_string
,wald,Noun,Hobbies 2,[],Hobbies-2,Masculine,acfeb5ffeaebaa0b64875d1e9b376f66,wald
,besser,Adjective,Habits 2,['13609b3e84ffba91efaaf562c81a1106'],Habits-2,,44b3e33db46246e654561be3671af96f,besser
,cooler,Adjective,Free Time,['15c95f88bbac473c728968073f64a9a7'],Free-Time,,33d4a0322d94534614cc18eaf7abb406,cooler
,warum,Adverb,Leisure,[],Leisure,,a6fc71e4ddf2fdae416dd2d38556eb53,warum
,comics,Noun,Free Time,[],Free-Time,Masculine,352acf784d7b3cdcba1867653e7b2364,comics
,japan,Proper noun,Family 3,[],Family-3,,8493af934509ed7d8a8257e19fd37f90,japan
,filme,,Free Time,[],Free-Time,,39a74c40e65340c0f1ab61004f553d0b,filme
,zusammen,Adverb,Dining Out,[],DiningOut,,be06c872999bc93a87c7a55cba78543b,zusammen
lesen,liest,Verb,Free Time,"['018a19656b483b0232a10629656dc9b7', 'fe4cfec8848ffb07a7987af5a72755dc']",Free-Time,,557379cbe1806198cbd023d34822d4e2,liest
,nur,Adverb,Languages,[],Languages,,bdeb7f99f275c1f8bfd36fb571cf1811,nur
,zeitungen,Noun,Free Time,['46ab865ea1c1fc8c19a6cebfac66fbc6'],Free-Time,Feminine,b6c7f93f4e72b0ada2f88b0addc5611d,zeitungen
machen,machst,Verb,Leisure,"['d7b4290eaa4918f65f8e5ce8a612a3df', '70c956a45c542e1db9e4c78c6ca99051', 'e6bd411053e003fc740382ee53609560', 'bc303f70358e7e7a6a8bffa879f9021c']",Leisure,,9b1dc55147861a22541051c15bc4695b,machst
,schloss,Noun,Travel 2,[],Travel-2,Neuter,bc7618c83414542a2525094d0e5b0168,schloss
,podcasts,Noun,Hobbies 2,[],Hobbies-2,Masculine,d1ef64cb2a8898b8cd404db243babbde,podcasts
,nichte,Noun,On Break,[],On-Break,Feminine,4dda0a3ed2ef2bfba18e88348e9d4b2e,nichte
mögen,mag,Verb,Apartment,"['80d14006256295d3d98b1a0d52cbbd81', 'de7cc64f2f73345c893d3de9bf662804', 'c9f50c8a4faca3e35534e2e4093857e1', '9512cc06f50a793c60f9fe22c313a24a', '8cb8f187613a439fd2964ab5515a66c3', '943b1d3eca0734f84a2b57d943b86c27']",Apartment,,4635584da9ff676724eca4ade50daa8b,mag
,fernsehserien,Noun,Free Time,[],Free-Time,Feminine,8e6a4fbe011c6a0a5039254f86f1968f,fernsehserien
,grosseltern,Noun,Family 3,[],Family-3,Neuter,554b274a78dd19ba03244f6760fc0ada,großeltern
,nach der schule,,Free Time,[],Free-Time,,38a4d765443cbeb29c4c518725bfc518,nach der schule
,die ganze zeit,,Free Time,[],Free-Time,,a4e361714d0a1519477da792d86a8869,die ganze zeit
,karten,Noun,Free Time,[],Free-Time,Feminine,e1102785d9254a32c88480e598e64986,karten
hören,hort,Verb,Hobbies 2,"['53f31bcf92a8c9e421ded3e192020b12', 'b150fe266cffdc87fb8558050b4af15a', '4485cb44e481145b666cf0b43c80f377']",Hobbies-2,,7574289d3f4d6705e724c3c13db68df5,hört
fernsehen,fernsehen,Verb,On Break,[],On-Break,,a3f1033aa6c52421004d6afefdd94278,fernsehen
,fern,,Free Time,[],Free-Time,,d90b9dcab57e5ee48c99d9273dbc7818,fern
,am wochenende,,Leisure,[],Leisure,,7e2fccb8899f3c479a7b5d414dc1801f,am wochenende
,haustiere,Noun,Family 3,[],Family-3,Neuter,4a72a80c61b22e75663ec6b45ecd6eac,haustiere
,tochter,Noun,Family,[],Family,Feminine,e9af5a977c2b6cf270d2d48acdafb94b,tochter
,hausaufgaben,Noun,Plans 2,[],Plans-2,Feminine,6523832e97dfc6ea8369d3c868de1f18,hausaufgaben
,draussen,Adverb,Free Time,[],Free-Time,,6d055cfa1e78983d26fd1b9481fc333c,draußen
,neffe,Noun,Plans 3,[],Plans-3,Masculine,f04987e037382632ceb5a7c600539c19,neffe
,nachts,Adverb,Health,[],Health,,d31b6d31983ce491543d55ec526d9f52,nachts
,freundinnen,Noun,Habits,['089fc34fdd736b4308d89cde27b7a8fc'],Habits,Feminine,0ea48e1594a5fd820972256f95cb2f98,freundinnen
,papa,Noun,On Break,[],On-Break,Masculine,a78bc69185d2f9a5bb99eaf1edfc1464,papa
,frau,Noun,Family,[],Family,Feminine,8ad506ee2dda350acbb2c21275537c38,frau
,horrorfilm,Noun,Plans 2,[],Plans-2,Masculine,3537802712380ba474e4dbed1721a624,horrorfilm
,yoga,Noun,Habits,[],Habits,Neuter,a5b7b38810d2e7704b3bc458e48bbd96,yoga
sehen,sieht,Verb,Free Time,"['971f40ea009192f8a2b38914eb6be3b9', '6740f2bea63a583e9f92a6b00ff0023c', '3c5330a584acc0b713fa4cef4302c2b8']",Free-Time,,e23a75193507ed70051a82f39fb7abf1,sieht
,manchmal,Adverb,Hobbies,[],Hobbies,,ebf992cc19235bcf36bff33e74894198,manchmal
,partnerin,Noun,Family 2,[],Family-2,Feminine,d9e8741a646cbbb720eaf00369d85bb6,partnerin
,film,Noun,Hobbies 2,[],Hobbies-2,Masculine,1d70034bd6ef9cb77078ada8d042df23,film
feiern,feiert,Verb,Birthday,"['1719e3cf8e5d57e35b1c7d360095376b', '5e60d8aec313451bdbce81b58d35bc7f']",Birthday,,01fe22aabba9a9c3ca6d4438f52ecdf3,feiert
,freitags,Adverb,Habits,[],Habits,,da476fe641f5ce7ab85147af52df99e2,freitags
,geburtstag,Noun,Birthday,[],Birthday,Masculine,f10ce14aa6753b1790d7a9b39f8a5477,geburtstag
,katze,Noun,Basics 2,[],Basics-2,Feminine,bb236b96a28eb324095d8f522565f943,katze
,basketball,Noun,Leisure,[],Leisure,Masculine,72c8a5dfb2f3012d86b82cb14e65af86,basketball
sehen,siehst,Verb,Free Time,"['971f40ea009192f8a2b38914eb6be3b9', 'e23a75193507ed70051a82f39fb7abf1', '3c5330a584acc0b713fa4cef4302c2b8']",Free-Time,,6740f2bea63a583e9f92a6b00ff0023c,siehst
,immer,Adverb,Hobbies,[],Hobbies,,9cbbb669bcd158e9cfb5f4ebd4f9903f,immer
,strand,Noun,Hotel,[],Hotel,Masculine,f9d8c113534483e8d507db54ab9b0447,strand
,in deiner pause,,New Job,[],New-Job,,c83747e665d88c5d92aa6edc3dc579f6,in deiner pause
,nie,Adverb,Hobbies,[],Hobbies,,200934cf9fc690830f48aa7ed7f32a21,nie
,zoo,Noun,Transport,[],Transport,Masculine,4279d1a8a3c80f21acbf7cb5ba71bd08,zoo
,tomaten,Noun,Market,[],Market,Feminine,7358daf720952f0b3b29656b18e81e03,tomaten
,garten,Noun,Housing,[],Housing,Masculine,67f1e0169b86107b378d98c9815fa3a5,garten
,hund,Noun,Basics 2,[],Basics-2,Masculine,1eb187e5d809262b61a7ca2229cbf7d2,hund
,deinem,Determiner,On Break,"['dcbc121aecb08e610c3a08dd5baa7dd0', 'dd697f8e1234efb2cbc33c379f6c9912', '95a5b32daf755b8ec21c3fcfc9fed688', '2fdce2ac591b483ad7c5b8b44346ef15', 'b4925b813ecc0a1f9dcf205a258c69e5', 'a2c2a92b69b243135e36c39a9d5a9378']",On-Break,Neuter,76488439ef737ef7cf368657d5d3a579,deinem
,oper,Noun,Plans 3,[],Plans-3,Feminine,27031a7504668ea6ec180e73d721f581,oper
,meinem,Determiner,On Break,"['a4605e1b04f24b08a709e693bcd6ba1a', '0aeda1a53edc7b9ffa1ef352206a3b72', 'e346bda36eb0adeb2e0c4f86ae891c6f', 'b0fe7b83cec917524ee7930f2350105f']",On-Break,Masculine,5310a9a88b27244a9cdd03fe72d8aace,meinem
spazieren,spazieren,Verb,Free Time,[],Free-Time,,5272fde994ac8322cc6efda69dd5f451,spazieren
,im park,,Birthday,[],Birthday,,c3d4490b1d04174fb3501b60eb5749bd,im park
,deinen,Determiner,Free Time,[],Free-Time,,5792ed13e18ebf7ecda2422bb4b5309a,deinen
,biergarten,Noun,Plans 2,[],Plans-2,Masculine,19e48002b45430f1972e8d6ef649c8e4,biergarten
,sonne,Noun,Packing,[],Packing,Feminine,04bec66c242e64a1242bef7715eca0be,sonne
,leise,Adjective,Housing,['aff20c2e8bd8a0ef87348ef585e1c877'],Housing,,82d013064d75fdf6d9054e7a7cde7b40,leise
,gast,Noun,Party,['707d623b73499013b7388e9a91e45104'],Party,Masculine,a197aa1f2720eb76f0f57aa5416c121d,gast
geben,gibt,Verb,Party,"['c9693faf5c2bda4632e5689d838f638d', 'fee350a706db6d58fd9360671e6d34cc', 'ee017ef67a27281bea801fd6bcd1439d']",Party,,d04bb2069c5527fc8aa685fcb239461e,gibt
,torte,Noun,Party,[],Party,Feminine,9098a31202ee9846afa5bff4de52ea86,torte
,ohrringe,Noun,Party,[],Party,Masculine,ec560a3d7c025174b2b6f332c1941660,ohrringe
,per,Preposition,Party,[],Party,,4c659822cf7a9b816facbf4607ccf0b3,per
,kette,Noun,Party,[],Party,Feminine,3c5d799f630f73fbbe1a6115433741ff,kette
,lied,Noun,Party,[],Party,Neuter,ae29862e0882244057d3ef5719ca65fb,lied
,jahrestag,Noun,Party,[],Party,Masculine,7609b3aab7d45f8b4c7ea143abbdf82d,jahrestag
,praktisch,Adjective,Party,[],Party,,66fa43cd635bc28f65aeed05bfad1aad,praktisch
,uberraschung,Noun,Party,[],Party,Feminine,1b9c3c08624f9a9ecf21be5b241594ac,überraschung
,post,Noun,Party,[],Party,Feminine,bd66d3bce3c75ae2dc602c0d95a3877a,post
,alle,Pronoun,Party,[],Party,,539a08c01390e01f3206d789eed0d468,alle
,rosen,Noun,Party,[],Party,Feminine,1a976b24d8f41875521c17f5b94b7b4b,rosen
,sekt,Noun,Party,[],Party,Masculine,b2d5e21887770fb039f9b389268adad3,sekt
,pflanze,Noun,Party,['626ba8735559941e30825b68608546d3'],Party,Feminine,d8945fcff21b9c86f2166a128cc5f278,pflanze
,herzlichen gluckwunsch,,Party,[],Party,,fe562bb342df704e8d4c058835a31e6e,herzlichen glückwunsch
,gut gemacht,,Party,[],Party,,a2c718b75cfdadb82ce26635f304dc85,gut gemacht
,ganz,Adverb,Party,[],Party,,343b53d291e53ce75387a08442b3dd62,ganz
anrufen,anrufen,Verb,Party,[],Party,,1b2fa153dd4bae48cb56e8cd951a83a8,anrufen
,online,Adverb,Party,[],Party,,b04d1f66e3e5e9f4da7a39c5f2ba34a3,online
,karotte,Noun,Party,['b8e4015cb9a612f9f2da30d93b6e7512'],Party,Feminine,95dfd946c739929cf89000867c17faf0,karotte
,kaffeemaschine,Noun,Party,[],Party,Feminine,57427f264fb6a78ef7e3ce72bb2e2b0c,kaffeemaschine
,an,,Party,['88bb0f6d0be7e5bc3762506e7fa9d96f'],Party,,d11af153cddcebb6eb74cd72e23821af,an
ruf,ruf,Verb,Party,[],Party,,c5fe9549aaaf81d1239e6c790c318ded,ruf
geben,gibst,Verb,Party,"['d04bb2069c5527fc8aa685fcb239461e', 'c9693faf5c2bda4632e5689d838f638d', 'ee017ef67a27281bea801fd6bcd1439d']",Party,,fee350a706db6d58fd9360671e6d34cc,gibst
,euer,Determiner,Party,"['3dec95cd1e62a5f41acc0a2ca8fc0651', 'c43c45c53082813dbdfa63971432f29c', '9b85534cf39688a05fabb5d3c7764165']",Party,Masculine,a63897ab56aedc284eb8e40eeb20694e,euer
sag,sag,Verb,Party,[],Party,,c3fb446046a6734fd67871f7228da91e,sag
,zeit,Noun,Plans,[],Plans,Feminine,5339212916b9678654f7e9369a193ccb,zeit
,einladung,Noun,Birthday,[],Birthday,Feminine,8534f3aa7a128d13c1c97f59ed9524d3,einladung
,onkel,Noun,Family 2,[],Family-2,Masculine,6d0649897208a4b804645289a8b23554,onkel
,deinen,Pronoun,Family 2,"['dcbc121aecb08e610c3a08dd5baa7dd0', 'dd697f8e1234efb2cbc33c379f6c9912', '95a5b32daf755b8ec21c3fcfc9fed688', '76488439ef737ef7cf368657d5d3a579', 'b4925b813ecc0a1f9dcf205a258c69e5', 'a2c2a92b69b243135e36c39a9d5a9378']",Family-2,Masculine,2fdce2ac591b483ad7c5b8b44346ef15,deinen
,party,Noun,Birthday,[],Birthday,Feminine,0c6c9c970d5c0cdc30aba38da4d7315e,party
haben,hast,Verb,Family 2,"['868e33555cb34d2f50ef702111cfd58b', '5fa1f0fcc3b5d93b8617169e59884367', '9780135201a381516d9c84324771e811', 'bc132fa899e138377a3d89eb3125a2f1']",Family-2,,e15f13f230d129ce73b482d92222ae79,hast
kommen,kommt,Verb,Family 2,"['cb0211f56eb0b9ac31cd9cff1c8cd965', 'b6292d70ffe234e847c44294d3b2830c', 'fa9146ebc18ef100efbea3c051c2c558']",Family-2,,2aa74c03a87880ff2bfd9df3515b188d,kommt
,meinen,Pronoun,Family 2,"['a4605e1b04f24b08a709e693bcd6ba1a', '0aeda1a53edc7b9ffa1ef352206a3b72', '5310a9a88b27244a9cdd03fe72d8aace', 'b0fe7b83cec917524ee7930f2350105f']",Family-2,Masculine,e346bda36eb0adeb2e0c4f86ae891c6f,meinen
,schwester,Noun,Family,[],Family,Feminine,1db02b6559c3e5f646af3f5b8acfcc3e,schwester
,freunde,Noun,Leisure,['862030119fc9e9bf90cee4641d4b31e1'],Leisure,Masculine,dd0bc15fc77558d2f706fc3cc55b0350,freunde
,tante,Noun,Family 2,[],Family-2,Feminine,39d6cbae2171cd3751386334f13cb27f,tante
,dich,Pronoun,Events,"['96dad2a0d2a63eae1f72044db85e6241', 'c76b4333fe84d57cce3a1e3c4101d21b']",Events,,f5078ce94c2d3b09c6e25aef99d6ccaa,dich
,opa,Noun,Family 2,[],Family-2,Masculine,8a991861e548b1e2fc9849b30937e414,opa
,vater,Noun,Family,[],Family,Masculine,2126fc2117822e0ce51a33166afbceef,vater
,oma,Noun,Family 2,[],Family-2,Feminine,fc7629f4eabe4c8ddc80db3c72407ae0,oma
,funfzehn,Numeral,Transport,[],Transport,,9354c10d9c3eba8f879cbcb5ad3da154,fünfzehn
,handy,Noun,Events,[],Events,Neuter,563872bbe74cc90e01654a359e526295,handy
,mich,Pronoun,Dining Out,"['91520bedc38e8013eeeb855b1b5591cb', '5e5a51e875ae5efb092ae84d99babc56']",DiningOut,,a056fedfbc44f16c2fb35a91cfa49725,mich
,fast,Adverb,People,[],People,,de358dcb5a9f765f38896af30315d957,fast
,zu hause,,Birthday,[],Birthday,,c66bdc53d084ea036fb71ba7c5c9eb75,zu hause
,zuerst,Adverb,Birthday 2,[],Birthday-2,,759f398bc625e6aba14e856f6223fb42,zuerst
,gerade,Adverb,Plans 3,[],Plans-3,,c3092ad067b2f0764a6b5272c455ea50,gerade
lieben,liebt,Verb,Family 2,"['1db200cfbb364004bd461630cb64033b', '1a99ae09ae65903d1c8ac25e86681a72']",Family-2,,950d54aad87303c820e9f37fcde43bf7,liebt
,wirklich,Adverb,Market,[],Market,,be10a4c39da8d3c83c7981f20aa2be20,wirklich
,an,,Plans 3,['d11af153cddcebb6eb74cd72e23821af'],Plans-3,,88bb0f6d0be7e5bc3762506e7fa9d96f,an
,restaurant,Noun,Restaurant,['d1be06e013e3f4ee6f59c03ffaee2f32'],Restaurant,Neuter,6e7a0473356fd92bc4161a7ea3bc8d0c,restaurant
,fussballspiel,Noun,Plans 3,[],Plans-3,Neuter,938984462243c530492a0830eb0a1fa6,fußballspiel
,uns,Pronoun,Plans 3,['ef7dbc34c11dad1f9b1e85da664211cd'],Plans-3,,4652a43769a93bb77df703b88fe63957,uns
,acht,Numeral,Market,[],Market,,abc338d670b1601dd9d4d5b5adb9aae2,acht
,bruder,Noun,Family,[],Family,Masculine,9b6aa965d5ecd92345fb2b051385d9da,bruder
,geige,Noun,Hobbies 2,[],Hobbies-2,Feminine,f9708b38c24dbd9528791deaeba3abc3,geige
,mit,,Plans 3,"['b0fdb68bdad191589451beb835d09149', '6ec9382286c38cf36cba11493b06c0da']",Plans-3,,d61842ed7fafb32729ca565c8e363712,mit
,um,Preposition,Plans,[],Plans,,7790c59e9a135a236dea3f3b861a6292,um
,spiel,Noun,Plans,['ae123c77e0828f5af225673449751518'],Plans,Neuter,2861b8414764ad2ff983600b84cfb67d,spiel
,zum,Pronoun,Plans 3,[],Plans-3,,98879811ce9a15da6bbffc5eb33fe677,zum
arbeiten,arbeiten,Verb,Hobbies 2,"['d126ce29865b1d87c002a89c80ad134b', '8b04de044faaa29b15fe65003c2d5a6c']",Hobbies-2,,74e6acd80e402a94e9728738d89b29ac,arbeiten
,klassische musik,,Plans 3,[],Plans-3,,6a4a2111b0dda22d08706f82fec4dbe5,klassische musik
,billig,Adjective,Directions,[],Directions,,2ad9feb89e5b8da983180d6a804d3ffa,billig
,oh,Interjection,Basics 2,[],Basics-2,,4d8476ee6ae048f5c04af74a8957453e,oh
lieben,liebe,Verb,Family 2,"['950d54aad87303c820e9f37fcde43bf7', '1a99ae09ae65903d1c8ac25e86681a72']",Family-2,,1db200cfbb364004bd461630cb64033b,liebe
brauchen,brauchen,Verb,Apartment,['78f501d1d636cb6299fca17ad7101e99'],Apartment,,186e585f3527862c2e4c1fd5516d8d88,brauchen
,eintrittskarten,Noun,Plans 3,['1a886efd13005cf4a3c5bbf47bbde5a5'],Plans-3,Feminine,9d736c1f100ae7f4d62ee5ba98ab27ea,eintrittskarten
,unsere,Determiner,Housing,['dcf5343dfd07ddab2a7d07450e2321b9'],Housing,Feminine,72445c61a365cb1f37d61c8bb9abadc0,unsere
,konzert,Noun,Plans,[],Plans,Neuter,df2e7c671417dd40f9be3e4367c9d11c,konzert
,reise,Noun,Plans 3,['eb1cfb85f0c3a39b2a89435b4920c573'],Plans-3,Feminine,adf53c76bd83d0af891abeebd034b2d1,reise
,ins,Preposition,Plans,[],Plans,,f8744e9e60d7b667e309f916c05f1e08,ins
,von,Pronoun,Plans 3,['2b9e246988d56aaa7740de59a866ac9f'],Plans-3,,058b9a635fee05704970a7d609529c0b,von
,keinen,Determiner,Family 2,"['bfcaa62ceb61fdcbfd9fd150f8ae8486', 'c9002420b3dd1f3ba022ea6fdce08f70']",Family-2,Masculine,9cf5f992527b0aefe17624fafd17fd57,keinen
,anzug,Noun,Plans 3,[],Plans-3,Masculine,a8550aae9e5aaccf44988c6309c89f06,anzug
,zwanzig,Numeral,Travel,[],Travel,,76605d6d63483105c013d4479661752c,zwanzig
,musik,Noun,Events,[],Events,Feminine,bc6723d0c15e58c141fb43e57a800738,musik
,euro,Noun,Market,[],Market,Masculine,68a056fdbca3fdbc170789dd650f9ba5,euro
vergessen,vergiss,Verb,Packing,[],Packing,,aaeecb8dbb35d550cd4b61f1819497e5,vergiss
,nein,Adverb,Basics 1,[],Basics-1,,0d7ce5a7bec9bfe876a8042abe8a2f7d,nein
,t-shirt,Noun,Shopping,[],Shopping,Neuter,170e1e05837d31d18ee16cefaeeddecd,t-shirt
tragen,trage,Verb,Packing,[],Packing,,d7ac3053f12406e2e1e5c044803ae146,trage
,kleidung,Noun,Packing,[],Packing,Feminine,ff8110096c1b31097f3bc65db94ed6cc,kleidung
,leute,Noun,Events,[],Events,,d0f32f68985f46acaaf6dddc3b3f6f67,leute
,wochen,Noun,Travel 2,['a79029bd26a5dd9f7fc4faca65470c83'],Travel-2,Feminine,718eb58b9bcb2d41d816e6f21ed639c5,wochen
,jacke,Noun,Packing,[],Packing,Feminine,b01b7c6806c7cab1b20bb6addb3ab757,jacke
,warm,Adjective,Weather,['370c16f6e45c286d569a58b7de53d8b0'],Weather,,9bedfadbb97e99acbc655acd4f21e40a,warm
,socken,Noun,Packing,[],Packing,Masculine,428366d298af2c7d1349162973274eaf,socken
,mallorca,Proper noun,Packing,[],Packing,,db72412826f98c84e76ab3e72699395b,mallorca
,kleid,Noun,Shopping,[],Shopping,Neuter,92ba1097117e4ea30476fd428e2f48d0,kleid
,wieder,Adverb,Packing,[],Packing,,38a0e3a0df2571490846ce7dc1bfb72e,wieder
lieben,liebst,Verb,Family 2,"['1db200cfbb364004bd461630cb64033b', '950d54aad87303c820e9f37fcde43bf7']",Family-2,,1a99ae09ae65903d1c8ac25e86681a72,liebst
,rucksack,Noun,Travel 2,[],Travel-2,Masculine,287ef3da18fc62b9ab2135d7d87662e0,rucksack
,wie oft,,Habits,[],Habits,,193d8f25fa9557cd35a89aa300bcf546,wie oft
,tag,Noun,Leisure,[],Leisure,Masculine,4ec3fada040ec1e1033466eda7733243,tag
scheinen,scheint,Verb,Packing,[],Packing,,8eb9beddbc93762d1a554f38503256fe,scheint
,jeden,Adjective,Leisure,[],Leisure,,5f23c7982b595975030ad19b49833d56,jeden
,sandalen,Noun,Packing,[],Packing,Feminine,d95f38b447e1b2d3bacda822751b8f55,sandalen
,welche,Determiner,Packing,"['eed820b00002992b7ab198eff57722d4', 'a09f8c0178685adc8b484abf6ba8584e']",Packing,,af4b81e217d65e5826ed4fdb89117091,welche
sein,sind,Verb,Apartment,"['ab6750aee2f31d980e3b5f9f9ecea02b', '9aac75af6c4763cfe75d16b87cc10604', '57e8aed4c315b289686064c402adcbc9', '6b1c28621e623451322c32fc2aa7459d', '4fdaa498ad844fc4c7adf7ddac542751', '2ac4ffe95f75b15d1d99aeebbb8321c7', '713d30d6c7922e90eefdb989d4d9ad56', '0b59f6cdecb914ed8e713bbbab6a7924', '71f5612281d1ecd419cfbe7ae49aaed3', 'df0b0165dae55e3bd922a746d9072e9d', '7b563f860cd0b0f43adf0a79e0188bcb']",Apartment,,ea162697009a9c78b38033a3fc8eb40f,sind
mögen,magst,Verb,Apartment,"['80d14006256295d3d98b1a0d52cbbd81', 'c9f50c8a4faca3e35534e2e4093857e1', '4635584da9ff676724eca4ade50daa8b', '9512cc06f50a793c60f9fe22c313a24a', '8cb8f187613a439fd2964ab5515a66c3', '943b1d3eca0734f84a2b57d943b86c27']",Apartment,,de7cc64f2f73345c893d3de9bf662804,magst
,orangen,Noun,Market,['7e4e784a7bd7e76807510a6a1b6a319d'],Market,Feminine,fece1ad326980b8102007976675d2a38,orangen
,lustig,Adjective,People,[],People,,52eb4622f5258e4064c718980deacec0,lustig
,lila,Adjective,Travel 2,[],Travel-2,,8c83b969bb317fbb8f88b646c6698464,lila
,schick,Adjective,Shopping,[],Shopping,,5cfde0e892c6f1d762af6427aea0f351,schick
,die,Determiner,Shopping,"['23cd8c19d766c397468d40c79efdf5ea', '1fce28079e74620982a0c36750cd183d']",Shopping,,d28d6a07b12660af2d09a03ecfcb4cf9,die
,voll,Adjective,Packing,[],Packing,,bc1e800dc357a96ee276380a2742da5b,voll
,winter,Noun,Weather,[],Weather,Masculine,5a9c09e90adb59f2e3ccfba55a91067f,winter
,schmutzig,Adjective,Housing,[],Housing,,385a38f4595e1a54ebb7f86011060c82,schmutzig
,rot,Adjective,Housing,[],Housing,,af88719c719b5cd59fe4272f9ab38966,rot
,koffer,Noun,Travel 2,[],Travel-2,Masculine,acf95995e683fc4d96fa650eaa678aea,koffer
,im schrank,,Packing,[],Packing,,fcc57a0653af6e3a4afbd54a3a66f24b,im schrank
,welches,Determiner,Packing,"['af4b81e217d65e5826ed4fdb89117091', 'eed820b00002992b7ab198eff57722d4']",Packing,Neuter,a09f8c0178685adc8b484abf6ba8584e,welches
,worterbuch,Noun,Travel 2,[],Travel-2,Neuter,ed5b6082fd7af9e407f75f0bb8d27a8b,wörterbuch
,denn,Conjunction,Habits 2,[],Habits-2,,d4d27b39b722f9e7252b71907a0d2e4c,denn
aufhören,aufhoren,Verb,Plans 3,[],Plans-3,,0d53d9df442c7babbb9e29ecf90145d7,aufhören
,lang,Adjective,New Job,[],New-Job,,ee4085e6c696ac2f151026cae1d3290b,lang
,auf,,Plans 3,['5dc649a611a945c4656f5549da21dc45'],Plans-3,,5e1534b93aecf8a8a144c964660813dc,auf
enden,endet,Verb,Events,[],Events,,df53b5562814aabeb0540b1db71098ce,endet
,schlecht,Adjective,Weather,[],Weather,,9983955c6ae5ccb44212967d15178a02,schlecht
schneien,schneit,Verb,Weather,[],Weather,,12349bdb8a73e33b2bf8b547316903ca,schneit
,wichtig,Adjective,Plans 3,[],Plans-3,,d66598552aae6ff2073af5830da08fa9,wichtig
,handball,Noun,Plans 3,[],Plans-3,Masculine,ece15d129c582c7711945d5fc2a54471,handball
,spiele,Noun,Plans 3,['2861b8414764ad2ff983600b84cfb67d'],Plans-3,Neuter,ae123c77e0828f5af225673449751518,spiele
,spass,Noun,Events,[],Events,Masculine,6477616e58c4817f8bc8750e03e64cd7,spaß
,viertel,Noun,Events,[],Events,Neuter,57e691b511c09c33fff613d03bf3dff4,viertel
,vor,Preposition,Events,[],Events,,296398a95c37112637ffc14a502bada0,vor
,bus,Noun,Transport,[],Transport,Masculine,0720edea146247f09d18a3de957be2be,bus
fahren,fahrt,Verb,Habits 2,"['9f219a60dabccb989a0ebc782c89782d', '7645a1cabd0cd2e030fa30be181107c8', '55934363abfa6db8a0dfd17ab98b5d4e', '130ffdd8682cf5b7c79df84f493ed8a8']",Habits-2,,85140f779a6d4b9c58f4c4c7df2b1aef,fährt
anfangen,anfangen,Verb,Plans 3,[],Plans-3,,afea9c6b2e69923504199c1cdb7d4885,anfangen
,stadion,Noun,Plans 3,[],Plans-3,Neuter,5e4fb97ec25c83e5a2d784a895308cb2,stadion
,zu fuss,,Transport,[],Transport,,796122696fecf29ed3f952d24d965d27,zu fuß
,hallo,Interjection,Basics 1,[],Basics-1,,b77ab67cbe0cd5b103bae870365329f6,hallo
,freund,Noun,Family 2,['dd0bc15fc77558d2f706fc3cc55b0350'],Family-2,Masculine,862030119fc9e9bf90cee4641d4b31e1,freund
,band,Noun,Events,[],Events,Feminine,1ce18cee8269d714b06178d45bbc1e17,band
,basketballspiel,Noun,Plans 3,[],Plans-3,Neuter,36847a9e9b0af7c7ac9cf0b2b1b83aac,basketballspiel
,ich kann nicht,,Plans,[],Plans,,fdfd7846c05ab053da1d83d824beeb70,ich kann nicht
,schade,Interjection,Plans,[],Plans,,2ca97165dafc42b572c610007cb80b54,schade
,sein,Determiner,Languages,"['ab6750aee2f31d980e3b5f9f9ecea02b', 'ea162697009a9c78b38033a3fc8eb40f', '9aac75af6c4763cfe75d16b87cc10604', '57e8aed4c315b289686064c402adcbc9', '6b1c28621e623451322c32fc2aa7459d', '4fdaa498ad844fc4c7adf7ddac542751', '2ac4ffe95f75b15d1d99aeebbb8321c7', '0b59f6cdecb914ed8e713bbbab6a7924', '71f5612281d1ecd419cfbe7ae49aaed3', 'df0b0165dae55e3bd922a746d9072e9d', '7b563f860cd0b0f43adf0a79e0188bcb']",Languages,Neuter,713d30d6c7922e90eefdb989d4d9ad56,sein
fahren,fahre,Verb,Habits 2,"['9f219a60dabccb989a0ebc782c89782d', '7645a1cabd0cd2e030fa30be181107c8', '85140f779a6d4b9c58f4c4c7df2b1aef', '130ffdd8682cf5b7c79df84f493ed8a8']",Habits-2,,55934363abfa6db8a0dfd17ab98b5d4e,fahre
,motorrad,Noun,Family 3,[],Family-3,Neuter,176ae58484997b6cf67b8ec8636480a6,motorrad
,ausverkauft,Adjective,Plans 3,[],Plans-3,,d9327e39167546bbe8ca601e359cca3e,ausverkauft
,hilfe,Noun,Groceries,[],Groceries,Feminine,b9918499dee3487cff7fabd8ba9ddae4,hilfe
,partner,Noun,Family 2,[],Family-2,Masculine,438681bf5493a3c68b0bf94b06e3d2b3,partner
,monat,Noun,Roommate,"['0f756a5c108fa5e204d7f254726144ff', 'bf6f9fb8048c52ce6b25300535502a63']",Roommate,Masculine,c17567166985c966468031e825289707,monat
,hemd,Noun,Shopping,[],Shopping,Neuter,c48ba1ed50cc3a88141bd817dc50fc8e,hemd
,fertig,Adjective,Roommate,[],Roommate,,b1ea71d58eb94d317c3c039348257408,fertig
